,number_of_words,number_of_sentences,avg_word_length,POS_CC_Count,POS_)_Count,POS_POS_Count,POS_IN_Count,POS_NNP_Count,POS_$_Count,POS_MD_Count,POS_JJ_Count,POS_RP_Count,POS_CD_Count,"POS_,_Count",POS_JJS_Count,POS_VBP_Count,POS_WP$_Count,POS_VBD_Count,POS_(_Count,POS_NN_Count,POS_VBG_Count,POS_RB_Count,POS_NNS_Count,POS_:_Count,POS_SYM_Count,POS_''_Count,POS_EX_Count,POS_PRP$_Count,POS_WP_Count,POS_PDT_Count,POS_``_Count,POS_VB_Count,POS_RBS_Count,POS_WDT_Count,POS_VBZ_Count,POS_JJR_Count,POS_DT_Count,POS_._Count,POS_VBN_Count,POS_FW_Count,POS_PRP_Count,POS_WRB_Count,POS_TO_Count,POS_UH_Count,POS_NNPS_Count,POS_RBR_Count
5735,32,1,4.8125,1,4,0,1,4,0,0,1,0,0,10,0,1,0,0,4,16,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,3,2,0,0,0,0,1,0,0,0
2129,44,1,5.0,0,4,0,6,6,0,1,5,0,0,0,0,4,0,0,4,4,0,4,5,0,0,0,0,0,0,0,0,1,1,0,0,0,3,5,3,0,0,1,0,0,0,0
2344,25,1,4.56,0,3,0,2,2,0,1,2,0,0,1,0,1,0,0,3,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,6,0,1,0,0,1,0,0,0,0
4184,44,1,4.5227272727272725,0,4,0,6,4,0,0,5,0,0,0,1,0,0,0,4,4,0,0,4,0,0,0,0,0,0,0,0,0,0,1,5,1,4,5,2,0,4,0,2,0,0,1
2878,51,1,4.823529411764706,2,4,0,6,5,0,0,3,0,0,0,0,2,0,0,4,11,0,0,7,0,0,0,0,0,0,0,0,1,0,1,1,0,8,5,0,0,0,0,2,0,2,0
4973,106,1,4.6415094339622645,2,4,0,16,3,0,0,5,0,0,1,0,0,0,7,4,26,7,0,4,0,0,0,0,0,1,0,0,3,0,0,0,0,24,5,2,0,3,0,3,0,0,0
4594,75,1,5.12,0,4,0,12,4,0,0,2,1,0,0,1,2,0,0,4,18,2,1,8,0,0,0,0,0,1,0,0,1,1,0,2,0,14,3,3,0,0,0,1,0,1,0
5670,23,1,4.434782608695652,0,4,0,4,6,0,0,1,0,0,0,1,1,0,0,4,3,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,3,1,1,0,0,0,0,0,1,0
4114,31,1,4.290322580645161,2,4,0,1,3,0,0,4,0,0,0,0,1,0,0,4,8,2,0,2,0,0,0,0,0,0,0,0,0,0,1,2,0,3,1,0,0,0,2,0,0,0,0
6260,54,1,4.851851851851852,0,4,0,8,3,0,0,7,0,0,0,0,0,0,0,4,13,3,0,3,0,0,0,0,0,0,0,0,1,1,1,6,1,3,1,1,0,0,0,1,0,0,2
6365,84,1,4.25,1,4,0,9,13,0,0,6,0,3,0,1,1,0,0,4,16,1,1,4,0,0,0,0,0,0,0,0,0,0,0,8,4,14,7,0,0,1,0,1,0,0,0
321,33,1,3.939393939393939,0,4,0,5,3,0,0,2,0,0,0,0,0,0,0,4,11,3,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,7,1,0,0,0,0,0,0,0,0
6912,49,1,4.653061224489796,0,4,0,8,4,0,1,2,1,0,0,0,1,0,0,4,7,5,0,9,0,0,0,0,0,0,0,0,1,0,0,0,0,8,2,1,0,0,0,1,0,0,0
5499,65,1,4.969230769230769,1,6,0,4,3,0,1,1,1,4,1,0,0,0,0,6,17,1,0,3,0,0,0,0,0,1,0,0,3,0,0,5,0,14,4,2,0,1,1,2,0,0,0
388,30,1,5.3,0,4,0,6,4,0,0,1,0,0,0,0,1,0,0,4,7,1,0,5,0,0,0,0,0,0,0,0,0,1,0,1,0,2,4,0,0,0,0,1,0,0,0
3905,28,1,5.035714285714286,0,4,0,4,4,0,0,1,0,0,0,0,0,0,1,4,13,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,2,1,0,0,0,0,1,0,0,0
179,50,1,4.2,1,4,0,5,3,0,0,3,2,0,2,0,1,0,0,4,12,1,2,2,0,0,0,0,0,1,0,0,0,0,0,3,0,13,3,1,0,0,0,0,0,0,0
7474,31,1,4.32258064516129,1,4,0,4,9,0,0,1,0,0,0,0,0,0,0,4,3,0,0,4,0,0,0,0,1,0,0,0,0,0,1,2,0,5,5,0,0,0,0,0,0,0,0
2851,75,1,4.733333333333333,0,4,0,6,6,0,1,2,0,1,1,0,1,0,10,4,7,1,6,9,0,0,0,0,2,0,0,0,3,0,2,0,1,8,7,1,0,4,1,1,0,1,1
7107,30,1,5.5,0,4,0,3,3,0,0,4,0,0,2,0,0,0,1,4,9,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,5,4,1,0,0,1,0,0,0,0
5720,25,1,4.44,0,4,0,4,3,0,0,2,0,0,0,1,0,0,0,4,5,0,0,4,0,0,0,0,0,1,0,0,0,0,0,1,0,4,1,0,0,0,0,0,0,0,0
5937,20,1,5.45,0,4,0,3,4,0,0,1,0,0,0,0,0,0,0,4,5,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,0,0,0,0,0,0,0,0
6837,34,1,6.088235294117647,2,4,0,3,3,0,0,3,0,0,1,0,0,0,0,4,5,5,0,4,0,0,0,0,0,0,0,0,0,2,1,1,0,5,1,0,0,0,0,0,0,0,0
4948,34,1,4.588235294117647,0,4,0,5,4,0,0,0,0,1,0,0,0,0,0,4,14,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,5,1,1,0,0,0,1,0,0,0
2985,101,1,4.574257425742574,3,4,0,10,10,0,0,7,0,4,4,2,0,0,11,4,16,0,2,4,0,0,0,2,0,0,0,0,3,0,0,2,1,17,9,2,0,0,1,4,0,0,0
7131,88,1,4.477272727272728,1,4,0,11,15,0,1,1,0,0,0,3,3,0,0,4,13,0,0,5,0,0,0,0,0,0,0,0,4,0,1,5,0,15,5,1,0,0,1,4,0,4,0
240,26,1,4.961538461538462,2,4,0,1,3,0,0,4,1,0,0,0,1,0,0,4,9,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,2,2,0,0,0,0,0,0,0,0
5000,28,1,4.785714285714286,0,4,0,2,3,0,1,2,0,0,0,1,1,0,0,4,10,0,1,2,0,0,0,0,0,0,0,0,1,0,0,0,0,4,1,0,0,0,0,0,0,0,0
629,64,1,5.703125,0,4,0,7,8,0,2,12,0,0,0,1,4,0,0,4,4,0,2,12,0,0,0,0,0,0,0,0,2,0,0,1,3,5,7,0,0,0,0,0,0,0,1
300,47,1,5.170212765957447,0,4,0,5,3,0,1,6,0,0,0,0,3,0,0,4,4,4,0,6,0,0,0,0,0,0,0,0,3,1,1,0,0,8,1,0,0,0,0,2,0,0,0
6481,22,1,5.363636363636363,4,4,0,0,3,0,0,0,0,0,0,0,0,0,0,4,11,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0
636,21,1,4.857142857142857,0,4,0,1,3,0,0,2,0,0,0,0,1,0,1,4,7,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,2,1,0,0,0,0,0,0,0,0
5561,37,1,6.0,0,4,0,5,3,0,0,6,0,1,0,0,1,0,0,4,7,2,0,3,0,0,0,0,0,0,0,0,0,0,0,2,1,2,5,2,0,0,1,0,0,0,1
3553,83,1,5.204819277108434,1,4,1,12,7,0,3,7,0,1,3,1,1,0,3,4,14,0,1,9,0,0,0,0,0,0,0,0,5,0,1,3,1,8,7,1,0,0,0,2,0,2,0
5447,29,1,4.620689655172414,0,4,0,4,4,0,0,1,0,0,0,0,0,0,0,4,9,3,0,1,0,0,0,0,2,0,0,0,0,0,0,1,0,4,1,0,0,0,0,0,0,0,0
2127,27,1,5.25925925925926,4,4,0,1,0,0,0,1,0,5,0,0,0,0,0,4,6,0,0,5,0,0,0,0,0,0,0,0,1,1,1,1,0,0,1,0,0,0,0,1,0,0,0
5427,48,1,5.1875,1,4,0,8,6,0,0,6,0,0,0,0,1,0,0,4,12,0,0,4,0,0,0,0,0,0,0,0,0,1,1,1,0,7,2,0,0,0,0,0,0,0,0
4771,53,1,4.566037735849057,1,4,2,9,7,0,0,3,0,0,1,0,1,0,0,4,10,0,0,6,0,0,0,0,0,0,0,0,1,1,1,1,1,10,2,0,0,0,0,1,0,0,0
5729,16,1,3.4375,0,5,0,1,5,0,0,1,0,5,0,0,1,0,0,5,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,1,0,0,0,0
5361,61,1,5.409836065573771,0,4,0,9,4,0,1,3,0,1,0,0,0,0,5,4,13,1,0,7,0,0,0,1,0,0,0,0,1,0,2,1,1,7,6,3,0,0,1,0,0,0,0
1678,21,1,5.190476190476191,0,4,0,0,6,0,0,1,0,0,1,0,0,0,0,4,5,1,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,2,1,1,0,0,0,1,0,0,0
3280,22,1,5.181818181818182,0,4,0,2,8,0,0,0,0,0,0,1,1,0,0,4,1,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,0,0,0,0,0,0,0,0
7079,132,1,4.643939393939394,6,4,0,20,9,0,0,19,0,1,6,0,12,0,0,4,24,3,2,8,0,0,0,0,0,0,0,0,2,0,0,1,5,15,6,2,0,0,0,2,0,0,1
4680,41,1,5.512195121951219,0,4,0,5,5,0,0,6,0,0,0,1,1,0,0,4,11,0,0,4,0,0,0,0,0,0,0,0,0,0,0,1,0,7,1,0,0,0,0,0,0,0,0
3929,16,1,6.25,0,4,0,2,0,0,0,0,0,4,0,0,1,0,0,4,6,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0
7430,23,1,5.173913043478261,0,4,0,1,5,0,0,0,0,0,8,0,0,0,0,4,12,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0
2499,21,1,5.428571428571429,1,4,0,1,3,0,0,1,0,0,0,0,1,0,0,4,10,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,2,1,0,0,0,0,0,0,0,0
5566,40,1,4.2,2,4,0,4,5,0,0,3,0,5,3,0,1,0,0,4,7,0,1,3,1,0,0,0,0,0,0,0,3,0,0,0,0,4,2,0,0,0,0,2,0,0,0
2745,69,1,5.173913043478261,1,4,0,9,3,0,1,6,0,0,0,0,1,0,0,4,8,4,2,11,0,0,0,0,0,1,0,0,6,0,1,1,0,8,2,1,0,0,0,5,0,0,0
5197,55,1,4.618181818181818,1,4,0,4,6,0,2,2,1,0,0,1,4,0,2,4,5,0,0,5,0,0,0,0,1,1,0,0,4,0,1,1,0,9,7,0,0,3,0,2,0,0,0
7280,39,1,4.307692307692308,0,4,1,3,5,0,0,3,0,5,0,0,1,0,0,4,5,1,0,6,0,0,0,0,1,0,0,0,1,0,0,3,0,3,3,0,0,1,1,0,0,0,0
541,26,1,4.846153846153846,4,4,0,2,3,0,0,0,0,0,0,0,0,0,0,4,3,0,0,8,0,0,0,0,0,1,0,0,0,0,0,1,0,4,1,0,0,0,0,0,0,0,0
1391,32,1,3.75,0,4,0,2,3,0,1,3,0,0,0,0,0,0,0,4,10,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,8,1,1,0,0,0,1,0,0,0
1890,62,1,4.951612903225806,0,4,0,6,8,0,0,3,0,1,1,1,2,0,3,4,10,1,5,4,0,0,0,1,0,0,0,0,0,0,0,4,1,7,7,4,0,0,1,0,0,0,0
308,99,1,4.585858585858586,1,4,1,13,8,0,0,7,1,0,7,0,7,0,0,4,18,4,0,7,0,0,0,0,0,0,0,0,0,0,0,8,5,11,9,0,0,6,1,1,0,0,1
4865,47,1,4.787234042553192,0,4,0,6,4,0,1,4,1,0,0,0,1,0,0,4,7,1,1,4,0,0,0,0,1,1,0,0,6,0,1,1,0,4,1,0,0,1,0,2,0,0,0
1285,21,1,4.904761904761905,0,4,0,3,10,0,0,1,0,0,1,1,0,0,0,4,2,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,2,1,0,0,0,0,0,0,0,0
6750,19,1,4.7368421052631575,0,4,0,2,4,0,0,1,0,0,0,0,0,0,0,4,6,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,2,1,1,0,0,0,0,0,0,0
1464,31,1,5.32258064516129,0,4,1,2,7,0,0,2,0,0,0,0,0,0,2,4,9,0,0,0,0,0,1,0,0,0,0,1,1,0,1,1,0,4,5,1,0,0,0,1,0,0,0
4448,68,1,5.235294117647059,5,4,0,7,3,0,0,8,0,0,10,0,1,0,0,4,14,0,0,11,0,0,0,0,0,0,0,0,2,0,1,3,0,9,4,3,0,0,0,1,0,0,0
54,26,1,5.730769230769231,0,4,0,1,3,0,0,2,0,0,0,1,1,0,0,4,5,2,0,5,0,0,0,0,0,0,0,0,0,0,1,1,0,3,1,1,0,0,0,0,0,0,0
5737,51,1,4.823529411764706,0,4,0,10,8,0,0,2,0,0,0,0,0,0,1,4,14,0,0,4,0,0,0,0,0,0,0,0,0,1,0,2,0,8,2,1,0,0,0,0,0,0,0
6515,49,1,4.1020408163265305,0,4,0,4,9,0,1,0,0,0,0,0,0,0,2,4,11,1,0,1,0,0,0,0,0,0,0,0,4,0,0,1,0,10,3,0,0,1,1,3,0,0,0
3806,35,1,4.628571428571429,0,4,0,2,3,0,0,5,0,0,1,0,2,0,0,4,7,0,0,3,0,0,0,0,0,0,0,0,1,1,2,3,0,5,1,0,0,0,0,1,0,0,0
738,23,1,4.478260869565218,0,4,0,2,4,0,0,1,0,0,0,0,0,0,0,4,8,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,4,1,0,0,0,0,2,0,0,0
4902,34,1,5.029411764705882,0,4,0,5,3,0,0,1,0,0,0,0,0,0,0,4,9,1,0,4,0,0,0,0,0,0,0,0,0,0,0,1,0,8,4,2,0,0,0,0,0,0,0
7260,34,1,5.382352941176471,0,21,0,2,18,4,0,1,0,25,0,0,0,0,0,21,4,0,0,0,4,0,0,0,0,0,0,0,0,0,1,1,0,3,1,0,0,0,0,0,0,0,0
7466,33,1,4.878787878787879,0,4,0,5,3,0,0,2,0,0,0,0,2,0,0,4,10,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,1,0,0,0,0,0,0,0
571,20,1,5.55,0,4,0,1,5,0,0,2,0,0,0,0,0,0,0,4,7,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,2,1,0,0,0,0,0,0,0,0
3203,16,1,5.125,0,4,0,1,3,0,0,0,0,0,0,1,0,0,0,4,5,0,0,1,0,0,0,0,0,0,0,0,0,0,1,2,0,2,1,0,0,0,0,0,0,0,0
1264,15,1,6.2,0,4,0,0,3,0,0,0,0,0,0,0,1,0,0,4,7,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0
3481,48,1,5.208333333333333,0,4,0,6,3,0,0,6,0,0,1,0,1,0,0,4,9,1,0,9,0,0,0,0,1,1,0,0,1,0,0,1,0,6,2,2,0,0,0,1,0,0,0
5432,35,1,4.485714285714286,1,4,0,3,3,0,0,1,0,0,0,0,0,0,5,4,11,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,3,0,0,1,1,1,0,0,0
6570,88,1,5.068181818181818,4,4,0,8,5,0,2,11,0,0,7,1,8,0,0,4,9,0,6,13,3,0,0,0,0,0,0,0,7,0,0,1,0,6,6,0,0,3,0,3,0,0,1
6042,37,1,3.918918918918919,0,4,0,5,1,0,0,5,0,4,0,0,0,0,0,4,10,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,9,0,1,0,0,0,0,0,0,0
6975,49,1,4.36734693877551,0,4,0,11,8,0,0,2,0,1,0,0,0,0,0,4,15,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,9,2,0,0,0,0,0,0,0,0
3638,39,1,5.282051282051282,0,4,0,6,3,0,0,6,0,0,0,0,1,0,0,4,5,1,0,9,0,0,0,0,0,0,0,0,0,0,0,2,0,6,1,0,0,0,0,0,0,0,0
3319,73,1,4.739726027397261,1,4,0,13,5,0,0,3,0,2,1,0,1,0,4,4,16,1,1,7,0,0,0,0,0,0,0,0,1,1,1,2,0,9,4,3,0,1,0,1,0,0,0
2370,18,1,4.333333333333333,0,4,0,1,5,0,0,3,0,0,1,0,0,0,0,4,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,4,0,0,0,0,1,0,0,0
371,22,1,4.409090909090909,0,4,0,0,3,0,1,2,0,0,0,0,1,0,0,4,9,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,2,1,1,0,0,0,1,0,0,0
4291,33,1,4.545454545454546,4,4,0,2,3,0,0,0,0,1,8,0,1,0,0,4,14,0,0,2,0,0,0,0,1,0,0,0,2,0,1,0,0,1,1,0,0,0,0,1,0,0,0
1091,26,1,5.576923076923077,0,4,0,3,4,0,0,0,0,1,1,0,0,0,0,4,8,1,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,3,5,2,0,0,0,0,0,0,0
685,44,1,4.840909090909091,0,4,0,8,3,0,0,2,0,0,0,0,0,0,0,4,13,2,0,2,0,0,0,0,0,0,0,0,0,1,1,1,0,10,1,0,0,0,0,1,0,0,0
4370,34,1,4.735294117647059,0,4,0,6,4,0,0,2,0,0,0,0,0,0,0,4,9,0,1,3,0,0,0,0,0,0,0,0,1,0,0,1,0,5,4,1,0,0,0,1,0,0,0
5069,48,1,4.708333333333333,4,4,0,6,3,0,0,3,1,0,0,2,1,0,0,4,13,1,0,4,0,0,0,0,0,1,0,0,0,0,0,1,0,8,2,0,0,0,0,0,0,0,0
3444,27,1,4.777777777777778,0,4,0,4,4,0,0,2,0,0,1,0,0,0,0,4,9,0,0,1,0,0,0,0,0,0,0,0,0,0,1,2,0,3,2,0,0,0,1,0,0,0,0
3948,17,1,4.764705882352941,0,4,0,0,3,0,0,1,0,0,0,1,0,0,0,4,8,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,2,1,0,0,0,0,0,0,0,0
1689,48,1,4.791666666666667,0,5,0,3,3,0,0,2,0,0,0,1,0,0,3,5,9,0,3,1,0,0,0,0,0,0,0,0,4,0,3,4,0,5,1,1,0,0,1,5,0,0,0
3193,25,1,4.88,0,4,0,2,3,0,1,2,0,2,0,0,1,0,0,4,8,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,2,1,1,0,0,0,0,0,0,0
5042,60,1,5.716666666666667,1,4,0,8,10,0,1,6,0,0,3,0,1,0,0,4,14,0,0,4,0,0,0,0,0,0,0,0,0,2,0,0,0,11,1,2,0,0,0,0,0,0,0
216,42,1,4.595238095238095,1,4,0,3,5,0,1,2,1,0,0,0,2,0,0,4,8,0,1,3,0,0,0,0,0,1,0,0,1,0,0,1,0,9,5,0,0,2,1,0,0,0,0
3283,31,1,4.774193548387097,0,4,0,2,3,0,0,3,0,0,0,0,0,0,0,4,10,3,1,0,0,0,0,0,0,0,0,0,0,1,1,2,0,5,2,0,0,0,0,0,0,0,0
2087,29,1,6.137931034482759,0,4,0,2,3,0,0,4,0,0,0,0,0,0,2,4,5,1,0,3,0,0,0,0,0,0,0,0,1,1,0,1,1,3,1,1,0,0,0,1,0,0,0
3904,21,1,3.952380952380953,0,4,0,2,8,0,0,0,0,0,0,0,0,0,0,4,3,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,4,1,0,0,0,0,0,0,0,0
6402,36,1,4.638888888888889,2,4,1,4,4,0,1,1,0,0,0,0,2,0,0,4,13,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,5,4,1,0,0,0,1,0,0,0
7437,38,1,4.157894736842105,1,4,0,5,4,0,1,3,0,0,0,0,1,0,0,4,8,0,1,2,0,0,0,0,0,0,0,0,2,0,0,0,0,9,2,1,0,0,0,0,0,0,0
3140,37,1,4.297297297297297,0,4,0,3,3,0,0,1,0,0,1,0,0,0,5,4,11,1,0,1,0,0,0,0,0,0,0,0,0,1,2,0,0,6,2,1,0,1,1,0,0,0,0
3567,43,1,3.930232558139535,0,4,0,6,4,0,1,4,0,0,0,0,0,0,0,4,10,2,1,1,0,0,0,0,0,0,0,0,1,0,0,1,0,11,2,1,0,0,0,0,0,0,0
7528,38,1,4.289473684210527,0,4,1,3,9,0,0,2,0,0,0,0,0,0,0,4,6,1,1,1,0,0,0,0,0,1,0,0,0,1,0,4,3,5,5,0,0,0,0,1,0,0,0
7145,72,1,4.402777777777778,0,4,0,14,7,0,0,2,0,0,2,0,0,0,4,4,19,1,1,2,0,0,0,0,0,0,0,0,0,0,1,5,1,12,7,0,0,2,1,0,0,0,0
3419,64,1,5.625,0,4,0,5,5,0,0,10,0,1,0,1,1,0,0,4,13,4,1,8,0,0,0,0,0,0,0,0,1,1,2,4,0,4,3,1,0,0,0,2,0,0,0
4890,36,1,4.25,0,4,1,2,4,0,0,1,0,0,0,0,1,0,0,4,13,0,1,1,0,0,0,0,1,0,0,0,2,0,0,2,0,7,1,0,0,0,0,1,0,0,0
7449,45,1,4.911111111111111,0,4,0,6,3,0,0,11,0,0,0,0,1,0,0,4,5,0,0,5,0,0,0,0,0,0,0,0,0,0,1,1,0,11,5,1,0,0,0,0,0,0,0
6981,32,1,4.21875,1,4,0,6,6,0,0,0,0,0,0,0,1,0,0,4,4,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,8,4,0,0,0,0,0,0,0,0
3078,31,1,5.129032258064516,0,4,0,5,4,0,1,2,0,0,1,0,0,0,1,4,8,0,1,2,0,0,0,0,0,1,0,0,2,0,0,1,0,2,2,1,0,0,0,1,0,0,0
6254,37,1,5.081081081081081,0,4,1,4,4,0,0,3,1,0,0,1,0,0,0,4,7,4,0,2,0,0,0,0,0,0,0,0,0,0,0,5,0,5,1,0,0,0,0,1,0,0,0
2541,49,1,5.326530612244898,0,4,0,5,3,0,0,8,0,1,0,0,4,0,0,4,2,0,3,9,0,0,0,0,0,0,0,0,2,0,0,1,0,6,5,3,0,0,1,0,0,1,0
2191,35,1,5.514285714285714,0,4,0,4,4,0,1,3,0,1,0,1,3,0,0,4,2,1,0,6,0,0,0,0,0,0,1,0,1,0,0,1,0,3,4,1,0,2,0,0,0,0,0
5627,23,1,5.782608695652174,0,4,0,1,3,0,0,1,0,0,8,0,0,0,0,4,13,0,1,2,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0
6346,68,1,4.5,1,4,0,6,3,0,1,0,2,0,2,0,3,0,0,4,20,0,1,5,0,0,0,0,0,1,0,0,3,0,0,2,1,17,3,0,0,0,0,2,0,0,0
1419,26,1,5.230769230769231,0,4,0,2,3,0,0,3,0,0,0,0,1,0,0,4,9,0,0,1,0,0,0,0,0,0,0,0,1,0,1,2,0,2,1,1,0,0,0,0,0,0,0
6197,39,1,4.948717948717949,0,4,0,5,3,0,2,3,1,0,0,0,2,0,0,4,1,1,2,4,0,0,0,0,0,0,0,0,2,0,1,1,1,4,5,2,0,4,1,0,0,0,0
6484,70,1,4.557142857142857,0,4,0,7,3,0,3,0,0,0,0,0,5,0,0,4,17,0,1,3,0,0,0,0,0,2,0,0,7,0,0,0,0,14,3,4,0,0,0,4,0,0,0
1808,18,1,3.6666666666666665,0,4,0,0,3,0,0,1,0,0,0,0,0,0,0,4,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,6,1,0,0,0,1,0,0,0,0
7335,56,1,4.571428571428571,0,4,0,11,6,0,0,2,0,0,1,0,0,0,0,4,17,1,0,2,0,0,0,0,0,0,0,0,0,1,0,2,0,13,2,1,0,0,0,0,0,0,0
2674,55,1,3.872727272727273,0,4,0,7,3,0,0,2,0,0,0,0,0,0,1,4,14,2,0,2,0,0,0,0,0,1,0,0,1,1,0,3,0,14,3,1,0,2,0,1,0,0,0
5764,56,1,5.0,0,6,0,3,5,1,0,1,0,5,1,0,0,0,1,6,20,0,0,3,0,0,0,0,0,1,0,0,2,0,0,1,0,6,5,3,0,0,1,3,0,0,0
6116,19,1,5.052631578947368,0,4,0,1,3,0,0,0,0,0,0,1,2,0,0,4,8,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,2,1,0,0,0,0,0,0,0,0
1109,49,1,5.142857142857143,0,4,0,5,4,0,0,10,0,0,0,0,0,0,0,4,10,4,0,1,0,0,0,0,0,0,0,0,1,1,0,1,0,11,1,0,0,0,0,1,0,0,0
4367,16,1,5.375,1,4,0,1,4,0,0,1,0,0,0,0,0,0,0,4,7,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
3102,58,1,4.275862068965517,0,4,0,6,3,0,2,4,0,0,0,0,0,0,1,4,17,0,0,0,0,0,0,0,0,0,0,0,5,1,0,0,0,12,2,0,0,1,1,5,0,0,0
5773,38,1,4.894736842105263,4,4,0,4,3,0,0,2,0,1,0,0,1,0,0,4,10,0,1,4,0,0,0,0,0,0,0,0,1,0,1,0,4,1,1,0,0,0,0,1,0,0,0
5503,56,1,4.75,0,4,0,7,4,0,0,6,0,0,0,0,2,0,3,4,12,0,3,4,0,0,0,2,0,0,0,0,0,1,1,1,1,8,6,1,0,0,0,0,0,0,0
6916,36,1,4.666666666666667,0,4,0,2,3,0,0,3,0,0,0,1,1,0,0,4,4,0,0,5,0,0,0,0,1,0,0,0,4,0,0,4,2,2,5,1,0,0,1,1,0,0,1
4849,41,1,5.390243902439025,1,4,0,3,6,0,0,5,0,0,2,0,0,0,2,4,11,0,0,4,0,0,0,0,1,0,0,0,0,1,0,0,0,5,3,1,0,0,0,1,0,0,0
6079,34,1,5.823529411764706,0,4,0,6,3,0,0,7,0,0,0,1,0,0,0,4,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,1,0,0,0,0,0,0,0,0
3224,57,1,5.596491228070176,0,4,2,9,8,0,0,7,0,0,0,0,0,0,1,4,14,0,3,4,0,0,0,0,0,0,0,0,0,1,0,2,0,7,3,0,0,0,0,1,0,0,0
6928,74,1,5.162162162162162,0,4,0,3,19,0,0,6,1,0,0,0,0,0,2,4,33,0,1,2,0,0,0,0,0,0,0,0,1,0,1,2,0,9,3,0,0,0,0,2,0,0,0
4586,22,1,4.454545454545454,1,4,0,0,3,0,0,2,0,0,1,0,0,0,0,4,3,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2,1,4,4,1,0,1,1,0,0,0,1
4012,20,1,4.6,0,4,0,1,8,0,1,0,0,0,0,0,0,0,0,4,5,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,1,0,0,0,0,1,0,0,0
7193,50,1,4.4,0,4,0,4,4,0,1,2,1,0,0,0,1,0,0,4,17,0,0,2,0,0,0,0,0,0,0,0,1,0,0,2,0,12,3,2,0,0,1,0,0,0,0
3710,42,1,4.4523809523809526,0,4,0,2,3,0,1,4,0,0,0,0,0,0,0,4,13,1,0,0,0,0,0,0,0,1,0,0,3,1,0,3,0,7,2,0,0,0,0,3,0,0,0
2317,46,1,5.021739130434782,4,4,0,6,4,0,0,5,0,0,1,0,2,0,3,4,6,1,0,7,0,0,0,0,0,0,0,0,0,1,0,0,0,5,5,2,0,0,0,0,0,0,0
2431,19,1,5.157894736842105,0,4,0,2,3,0,0,0,0,0,1,0,1,0,0,4,2,0,0,6,0,0,0,0,0,0,0,0,1,0,0,0,0,2,4,1,0,0,0,1,0,0,0
2106,19,1,4.789473684210527,0,4,0,3,3,0,0,1,0,0,0,1,1,0,0,4,6,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0
